,Company,Company Description,Date Victimised,,Number of Clicks,Status,pageurl
821,medical69.com,"MEDICAL 69, fondée par Frédéric Deborde en 2001, vous propose la vente, la location et le service après-vente de matériel médical, de confort et de bien-être. - une disponibilité 24h/24 en cas d'urgence grâce à son service d'astreinte. MEDICAL 69 peu...",10/14/2023 14:13,"14 SEP, 2022 22:06 UTC",29660,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/dxBGFSMikEkP0fyA63225074c5df4
822,asecna.org,ASECNA African agency for air traffic control,10/14/2023 14:10,"14 SEP, 2022 20:38 UTC",29206,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/AZl2fuI5CRGPoyoC63223bd7b0dd3
823,southamptoncounty.org,"Founded in 1749, Southampton County, Virginia, owes its rich heritage to agriculture and forestry. For generations, our land assets (600 square miles) have served our residents well and our people have maintained high quality work standards through t...",10/14/2023 14:10,"14 SEP, 2022 20:15 UTC",29653,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/1EN0qcAjF5yykrwV6322365973004
824,cnachile.cl,Comisión Nacional de Acreditación,10/14/2023 14:10,"14 SEP, 2022 20:09 UTC",34208,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/O4CG2yNHIveV9w4z6322350b093d0
825,independence.com.co,Independence S.A. is a Colombian company with 40 years of experience in the drilling and maintenance of oil and gas wells. independence.com.co\aramos:Marzo04* 180 GB DATA,10/14/2023 14:11,"14 SEP, 2022 19:32 UTC",38801,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/7OVggpLWiniSyWxn63222c3f780b0
826,makler.com.ve,"makler.com.ve Ofrecemos un servicio centrado en las necesidades de nuestros clientes y a la medida de sus exigencias, asesorándolos en todos los ramos de seguros: Patrimoniales, Fianzas, Automóviles y Personas. Poseemos una trayectoria de más de...",10/14/2023 14:11,"14 SEP, 2022 19:13 UTC",29057,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/7oK5WGuLGi536CIJ632227f23b174
827,markherder.com,Bankruptcy Attorney And Counsellor At Law We are a debt relief agency that helps people file Chapter 7 and Chapter 13 bankruptcy cases under the United States Bankruptcy Code Have all client files,10/14/2023 14:11,"14 SEP, 2022 17:43 UTC",29663,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/pIrF9mLYnZClaPJn632212b214415
828,kcgreenholdings.com,"Under the management philosophy of human oriented management, KC Green Holdings is a company that attempts to deliver genuine value to customers with challenging spirit without hesitation of change and innovation.",10/14/2023 14:11,"14 SEP, 2022 02:23 UTC",29563,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/DfVXR33EWlPACnH163213b3e4d701
829,aipcenergy.com,"AIP Inc. Medical Division provides contract, temp-to-perm, locum, and direct hire personnel to every segment of the Healthcare market and will quickly fill medical staffing requests with AIP Inc. Click Here For More Info WE WANT TO BE ON YOUR O&G TEA...",10/14/2023 14:11,"14 SEP, 2022 02:22 UTC",29594,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/JwVna0q5Ma4OXJC963213acab92ac
830,cityofbartlett.org,"Strategically located within the heart of Shelby County, the City of Bartlett embeds a rich history. The town was a lone stagecoach stop by the 1830s. Now Shelby County's 2nd and Tennessee's 10th largest city, Bartlett still preserves the small town...",10/14/2023 14:11,"14 SEP, 2022 02:20 UTC",29649,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/oul1EV2z5plqSrhW63213a68b952d
831,quintal.com.co,"Quintal contribuye al desarrollo de los sectores agrícola, de la construcción, metalúrgico y energético a través de la fabricación y distribución de productos químicos a base de Manganeso y la comercialización de insumos para fundición y siderurgia....",10/14/2023 14:11,"14 SEP, 2022 02:19 UTC",29492,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/64V5SnOlRAHBI5AX63213a1a3a15f
832,ville-faulquemont.fr,Place de l'Hôtel de Ville - BP 63. 57380 Faulquemont - FRANCE +33 3 87 29 70 00. Contact par formulaire. Liens utiles. Usine d'Electricité de Metz (UEM) Préfecture de la Moselle Déchetterie Communauté de Communes du District Urbain de Faulquemont (DU...,10/14/2023 14:11,"14 SEP, 2022 01:41 UTC",29778,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/jlxZiUOjnECD6lRN6321315cb443a
833,sva-avignon.concession-landrover.fr,"BIENVENUE DANS VOTRE CONCESSION LAND ROVER AVIGNON. Notre équipe est à votre disposition pour vous accompagner lors de l'achat de votre véhicule Land Rover. Découvrez sur notre site la gamme et les dernières nouveautés Land Rover, les occasions Land...",10/14/2023 14:11,"14 SEP, 2022 01:40 UTC",29544,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/AWLUwPEB3ZreeI9Y632130f617569
834,sarassure.fr,"Notre cabinet de courtage d'assurances particuliers et professionnels sur Bourgoin Jallieu. SaRa'ssure est un cabinet de courtage indépendant, nous ne dépendons d'aucune compagnie d'assurance. Marise et Nathalie vous représentent auprès des assureurs...",10/14/2023 14:11,"14 SEP, 2022 01:38 UTC",29795,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/DGsjbnjeALo87Hkm6321307f5277e
835,pays-colombey-sudtoulois.fr,"PROJET de TERRITOIRE Pays de Colombey Cette démarche vise à construire avec vous, les habitants, le projet territorial de demain. Réunions thématiques, et balades de territoires ci-dessous Faire des économies d'énergies ? Isoler sa maison ? Un nouvea...",10/14/2023 14:12,"14 SEP, 2022 01:36 UTC",29311,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/WRlprqX6bTot8jwN6321303a83efd
836,mj-donnais.fr,Tous les documents doivent impérativement être adressés par voie postale ou par courriel. Aucune remise de documents n'est acceptée au bureau d'accueil. L'accueil téléphonique - 03.83.54.81.57 - est assuré du lundi au jeudi de 9h00 à 12h00. Maître DO...,10/14/2023 14:12,"14 SEP, 2022 01:35 UTC",29554,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/vS6vzV8102Su7aFH63212fca61a79
837,maleosante.fr,Comparateur de mutuellesdepuis plus de 10 ans. Comparateur de mutuelles. depuis plus de 10 ans. Assurances MALEO diffuse une gamme de produits innovants en SANTÉ et PRÉVOYANCE. Plus d'informations Obtenir un devis gratuit. 10 ans d'expérience.,10/14/2023 14:12,"14 SEP, 2022 01:32 UTC",29513,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/ATXVhI6IHUKFJJBC63212f3b98b85
838,maisonloisy.fr,"immobilier neuf dans la ville : Annecy Annecy offre un large choix de types de logements, avec des prix et des tailles très différents. Du studio à la grande villa, le marché immobilier d'Annecy vous permettra de trouver votre logement idéal. Il exis...",10/14/2023 14:12,"14 SEP, 2022 01:31 UTC",29341,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/20y9huCamxBeSDR463212ee19c156
839,lagence33.com,"Présentation | L'agence 33 Vente Tous types de biens Nb de pièces Nos coups de cœur Saint-Selve 451 500 € 4 Vente 5 pièces 117 m² 934 m² Maison EXCLUSIVITE Proche toutes commodités à pied et dans une impasse, venez découvrir ce plain-pied récent bien...",10/14/2023 14:12,"14 SEP, 2022 01:29 UTC",29327,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/K5SyTfdswkEjF9tF63212e6f4ff9c
840,jt-engineering.com,"At JT Engineering, client satisfaction is our primary goal. We listen and focus on your needs. Developing client-based solutions to get your project completed on time and on budget is what drives us. Our core group of engineers specialize in transpor...",10/14/2023 14:13,"14 SEP, 2022 01:27 UTC",29399,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/wMNqkM6xOXkpKTde63212e0861352
841,euromip.fr,"GERMANY: Almost 230,000 work-related Covid-19 cases since 2020. Since the beginning of the pandemic, the social accident insurances (BG and UK) have received more than 350,000 reports of work-related Covid-19. They have recognized the occupational na...",10/14/2023 14:13,"14 SEP, 2022 01:26 UTC",29279,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/9FWwQVJq3gr29o7T63212da98677f
842,euro-modules.fr,"Sécurisant mais toujours esthétiques, les espaces modulaires Euro Modules offrent des formes contemporaines et des volumes confortables répondant aux exigences les plus actuelles. Le principe constructif permet une ultra modularité, c'est-à-dire la r...",10/14/2023 14:13,"14 SEP, 2022 01:24 UTC",29353,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/3HLCeswFRe37TQ1y63212d4641153
843,daune.org,"We are the escrow-based online marketplace and classified ads platform for Myanmar, where buyers and sellers can trade with trust.",10/14/2023 14:13,"14 SEP, 2022 01:22 UTC",29271,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/jF5e1j6fpI6EFJ7663212ceca3bc2
844,cmb-artimmo.com,"Créé en 1930, le Cabinet Maurice Burger a toujours été une affaire de famille. C'est aujourd'hui Benjamin Darmouni qui en assure la présidence à la suite de son père Jean Claude Darmouni. Nos équipes vous conseillent et vous offre un accompagnement p...",10/14/2023 14:13,"14 SEP, 2022 01:20 UTC",29346,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/LJh7etv32OTImmZp63212c70ce6e2
845,artdis.fr,"Depuis artis.net, consultez le catalogue d'un grossiste pour vérifier la disponibilité ou le prix d'une référence Par un simple clic, créez la référence d'achat dans votre système et la commande chez le fournisseur sans sortir de votre ERP Ils ont ch...",10/14/2023 14:28,"14 SEP, 2022 01:19 UTC",29277,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/wcoBg7ItbkKbY7TJ63212c1fe1be4
846,kwp.at,"Karriere im KWP beginnen Wohnungen mitten im Leben Die Häuser zum Leben bieten Wohnplätze für Studierende an. Generationenwohnen ist kein Schlagwort, sondern Programm. Wohnung finden Ich fühle mich wirklich wohl hier, weil die Betreuung nett ist und...",10/14/2023 14:13,"14 SEP, 2022 01:17 UTC",29437,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/JkTpiPoP1HuQh8OI63212b8e910ff
847,camdomain.com,LOL,10/14/2023 14:13,"14 SEP, 2022 01:16 UTC",29578,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/pXCic3v7wlYLYY4J63212b5240ae1
848,cultivar.net,"Hoy, casi 50 años después, Cultivar opera en todo el mundo, convirtiéndose en una de las principales empresas en el sector de la importación. Nuestros servicios. Nuestro compromiso es poner al alcance de nuestros clientes los servicios más innovadore...",10/14/2023 14:13,"14 SEP, 2022 01:13 UTC",29208,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/V4sJOz6udF6PFb3463212aba17d56
849,thezincgroup.com,"The Zinc Group Limited is a Registered Company in England and Wales. Registered Office: Kings House, 4 Elm Court, Arden, Stratford upon Avon CV37 6PA.",10/14/2023 14:13,"14 SEP, 2022 01:03 UTC",29262,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/2eriuycrj7pZ0vV563212866d96c0
850,mackenzie-law.co.uk,"Director: Donald M MacKenzie, LL.B., Dip L.P., N.P. Practice Manager: Mary E Mitchell. The MacKenzie Law Practice is a trading name of MacKenzie Law Ltd (registered number SC447472) registered office and postal address, 2nd Floor, Highland Rail House...",10/14/2023 14:13,"14 SEP, 2022 01:02 UTC",29301,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/i8TStIGJXE0h4LSc632128142adfd
851,taxprepandmore.com,Business Tax Prep. And More is dedicated to the financial success of your business. We ensure that the tax and financial affairs of your current and future business are up to date and in order.,10/14/2023 14:14,"14 SEP, 2022 00:59 UTC",29230,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/KrY4Wz9GU0Ph2S1R6321277d94c32
852,tapcocu.org,"Credit 101 In-Person Seminar. Learn how to make your credit work for you! Sept. 24th at the Foss Waterway Seaport. Register Today. Swipe & Win. Use Your TAPCO Visa Debit or Credit Card for a Chance to Win $1,000!",10/14/2023 14:14,"14 SEP, 2022 00:56 UTC",76543,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/ufQ3eqthK6D2KVfe632126a9bf05c
853,idealtridon.com,"Trust & quality define Ideal-Tridon's Spring Loaded T-Bolt Clamps. Engineered for constant tension performance and usage in heavy duty trucks, industrial machinery, off-road equipment and agricultural irrigation.",10/14/2023 14:15,"14 SEP, 2022 00:54 UTC",29134,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/KPvhmrdUhzw4RNL26321262a3bb1d
854,bakkerheftrucks.com,"WELCOME TO BAKKER FORKLIFTS BV As a SVETRUCK ,CLARK forklift importer/dealer & BULMOR sideloader supplier, we have been supplying everything that has to do with internal transport, CLARK forklifts, CLARK parts, warehouse trucks, BULMOR sideloaders...",10/14/2023 14:15,"13 SEP, 2022 17:24 UTC",30609,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/JPO4dyXYskJeUxE16320bcb254b90
855,omegaservices.com.au,"Omega Services technicians provide quality services to the Sydney area. Our values drive us to continuously improve and grow to meet the demands of the current marketplace. We do things the right way, not the easy way to make sure that no one has to...",10/14/2023 14:15,"12 SEP, 2022 21:50 UTC",29572,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/GZTUjqleD9zaAulY631fa99056cf2
856,frigobandeira.com,"Frigoríficos Bandeira S.L ., is a company founded in 1984, dedicated to slaughtering and butchering of cattle. The great experience gained over three generations in the treatment of livestock has placed us as one of the leading companies in the secto...",10/14/2023 14:15,"12 SEP, 2022 14:12 UTC",29494,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/biWPxLbY0mLEmMaW631f3e567071c
857,hamiota.com,hamiota.com The Hamiota Municipal Hamiota Economic Development,10/14/2023 14:15,"11 SEP, 2022 18:43 UTC",29638,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/1drD6WtIJm0UCz4u631e2c34e1833
858,aralaw.cr,130 gb of all legal documents of this agency. Mr. Rodriguez - let's make a deal.,10/14/2023 14:17,"11 SEP, 2022 16:30 UTC",32138,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/sKNacMcgFACpmNXk631e0d28a1013
859,lacalera.pe,"La Calera Agrícola is a leading company in citrus production and exports in Peru, with more than 3,000 ha planted in the cost of Peru. It mainly produces mandarins",10/14/2023 14:16,"09 SEP, 2022 12:27 UTC",36289,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/tkOSPgvD9HIhuUe2631b312aefa96
860,marugokiso.co.jp,"Since our founding in 1964, Marugo Kiso Kogyo Co., Ltd. has carved out a history with the modernization and economic growth of Japan through our technical capabilities and sincere work. Technological innovation is progressing at a rapid pace in the f...",10/14/2023 14:16,"09 SEP, 2022 12:18 UTC",40514,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/fyHNRtEACDuxAzbS631b2f0debac6
861,dcashpro.com,"dcashpro.com Moderncast International Cosmetics (MCIC) unveils Dcash Professional brand strategy, preparing to penetrate the B2C market, accelerating the development of hair products to meet the end-consumer needs, increasing online sales channels,...",10/14/2023 14:16,"09 SEP, 2022 12:12 UTC",43498,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/6NjAsmprQUcQYVf1631b2db56e493
862,connectvitypoint.com,"Connectivity Point Design and installation is a company that installs and provides structured cabling, audiovisual, sound masking, security, wireless networks",10/14/2023 14:16,"09 SEP, 2022 11:32 UTC",31245,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/nJMT2Phc4WdxcCjv631b2433a40cf
863,diakonissen-riehen.ch,diakonissen-riehen.ch Geistlich-diakonischen Zentrum Riehen,10/14/2023 14:16,"09 SEP, 2022 11:02 UTC",36931,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/ntiHEQTENljmzeqI631b1d2ee19c4
864,kisan.com.tr,KISAN Trafik Mühendisliği Proje Hizmetleri. Turkey Revenue: $177 Million,10/14/2023 14:16,"09 SEP, 2022 10:49 UTC",42434,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/0uh9BkO4XK8cgxqi631b1a30182d9
865,kortrijkserijschool.be,"Kortrijkse Rijschool, Eerste keer goede keer, uw partner in elke rijopleiding.",10/14/2023 14:16,"08 SEP, 2022 21:20 UTC",40698,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/hTeYGZ10MOegi8IH631a5c9cee0f3
866,hunters.com,We’ve seen our business grow rapidly since opening our first branch in York in 1992. We are now one of the leading estate and lettings agency networks with branches throughout the UK. The last 25 years have given us invaluable experience during wh...,10/14/2023 14:16,"07 SEP, 2022 09:57 UTC",31898,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/SAXSU8UM5XzEZAhN63186b20ce1a2
867,marcopolohotels.com,"Marco Polo Hotels embody the ethos to explore, discover and experience a destination creating unique guest experiences in established locations and drawing on the key philosophies of its namesake, Marco Polo: the explorer, global traveller, entrepren...",10/14/2023 14:17,"07 SEP, 2022 09:51 UTC",38419,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/wh19E2VMt7KX8nei631869aab2936
