,Company URL,Company Description,Date Victimised ,Number of Clicks,Status,Company_Country,Industry_Type,Personal Identifiable Information (PII),Financial Data,Healthcare Information,Employee and HR Data,Intellectual Property and Trade Secrets,Customer and Client Data,Legal Documents,Government and Defense Information,Educational Data,Credentials and Access Information,Databases,Website Data,Backup Data,Video and Surveillance Footage,Social Media Data,Utility and Infrastructure Data,Sensitive Communication
636,wealthwise.com.au,Wealthwise advisers have been helping clients achieve their desired lifestyle goals since 1986.,"30 JAN, 2023 04:51 UTC",21153,Published,Australia,Financial Services,,,,,,,,,,,,,,,,,
637,luacesasesores.es,Nos encargamos de llevar a cabo el proceso contable completo de acuerdo a la normativa vigente y al Plan General de Contabilidad. Procedemos a la contabilización de las operaciones diarias de la sociedad de cara a un correcto cumplimiento de las obli...,"30 JAN, 2023 04:29 UTC",20886,Published,,,,,,,,,,,,,,,,,,,
638,fritsche.eu.com,"fri-shop - Ihr Webshop Ihr Online-Shop mit über 9000 Artikel und Ihren persönlichen Konditionen inkl. Fotos, Skizzen, Montageanleitungen und Glasbearbeitungen. Badspiegel Konfigurator Badspiegel und Spiegelschränke nach Maß. Stellen Sie sich Ihren in...","30 JAN, 2023 04:22 UTC",20467,Published,,,,,,,,,,,,,,,,,,,
639,cm-vimioso.pt,C.M. Vimioso | Início Termas de Vimioso 1 2 3 4 Mensagem do presidente Notícias ver tudo VIMIOSO.DOC Edital- Consulta Pública da Zif de Vimioso Igualdade salarial Acontece no Concelho ver tudo 27 Jul 2022 a 31 Jan 2023 Elementos da tabela periódica c...,"30 JAN, 2023 04:18 UTC",19904,Published,,,,,,,,,,,,,,,,,,,
640,dsavocats.com,"DS Avocats | International Law Firm Created in 1972, DS Avocats is the result of a unique history on the market, across the five continents. Subscribe We law you About us History Governance RSE Commitment Pro Bono We Law You World Offices Desks Team...","30 JAN, 2023 03:57 UTC",20422,Published,France,Law Practice,,,,,,,,,,,,,,,,,
641,airalbania.com.al,Tirana 100 Years Capital Tirana has always been a crossroads between ear... Explore all Albanian Riviera: A dr... If you have previously visited the famous Amalf... Explore all Help & Contact +355 4 224 60 00 customer.care@airalbania.com.al b2b@airal...,"30 JAN, 2023 03:54 UTC",20448,Published,Shqipëria,Airlines and Aviation,,,,,,,,,,,,,,,,,
642,8x8.com,"8x8 Inc. is an American provider of Voice over IP products. Its products include cloud-based voice, contact center, video, mobile and unified communications for businesses. Since 2018, 8x8 manages Jitsi.","30 JAN, 2023 03:50 UTC",23291,Published,,,,,,,,,,,,,,,,,,,
643,bulldoggroupinc.com,"The Bulldog Group is a group of independently operated companies with common ownership and common goals that are able to share extensive resources to successfully meet all of our customers' needs. Collectively, we are licensed to work in over 10 stat...","30 JAN, 2023 03:45 UTC",19616,Published,United States,Construction,,,,,,,,,,,,,,,,,
644,cplindustries.co.uk,"CPL Industries continues Ecoke® biofuel deliveries to Liberty Steel UK; CPL Industries delivers Ecoke® biofuel to Sidenor Special Steels, Spain; CPL Products Launches New Alternative Fuels for the Heritage Sector; CPL Industries Begins Phase Two of W...","30 JAN, 2023 03:42 UTC",19494,Published,United Kingdom,Oil and Coal Product Manufacturing,,,,,,,,,,,,,,,,,
645,kvie.org,"KVIE is a PBS member television station in Sacramento, California, United States. The station is owned by KVIE, Inc., a community-based non-profit organization. KVIE's studios are located on West El Camino Avenue in the Natomas district of Sacramento...","30 JAN, 2023 03:38 UTC",19606,Published,,,,,,,,,,,,,,,,,,,
646,juvaskin.com,"Located in the heart of New York City and serving nearby locations like Queens, JUVA Skin & Laser Center stands apart from other dermatology and cosmetic surgery practices with the quality of our physicians, our advanced technology, and our warm, car...","30 JAN, 2023 03:36 UTC",19458,Published,,,,,,,,,,,,,,,,,,,
647,itsservicios.com.mx,"Somos una empresa que le ofrece soluciones logísticas aduanales de importación y exportación. Beneficios Experiencia con más de 20 años en pequeñas, medianas y grandes compañías de diversos sectores. EFICIENCIA • Simplificación de trámites. SEGURIDAD...","30 JAN, 2023 03:32 UTC",19527,Published,Polska,IT Services and IT Consulting,,,,,,,,,,,,,,,,,
648,qsi-q3.de,"Quality Services International GmbH – a Tentamus company As an accredited laboratory, which is equipped with state-of-the-art laboratory equipment, as well as experienced, continuously trained specialists, QSI can provide a comprehensive range of...","29 JAN, 2023 13:51 UTC",18265,Published,Deutschland,Consumer Services,,,,,,,,,,,,,,,,,
649,xlntinc.com,"XLNT Software Solutions offers a variety of services to end-users of our Enterprise Application Software and developers.Located in Lancaster, Pennsylvania, United States.","24 JAN, 2023 14:19 UTC",21964,Published,,,,,,,,,,,,,,,,,,,
650,miguelmechanical.com,"Miguel Mechanical Services Limited (MMSL) has been in existence as a service provider in the Oil and Gas Industry since 1988. With over 25 years experience as an Organization, we staff well trained, experienced and certified personnel in their relati...","22 JAN, 2023 06:34 UTC",22838,Published,España,Oil and Gas,,,,,,,,,,,,,,,,,
651,ibb-business-team.de,"Financing offers in Berlin for start-ups, SMEs and real estate IBB Business Team GmbH is a 100% subsidiary of the IBB Group. On behalf of the State of Berlin and the Investment Bank of Berlin (IBB), it implements various grants for start-ups, SME...","22 JAN, 2023 06:32 UTC",29012,Published,Deutschland,Finanzdienstleistungen,,,,,,,,,,,,,,,,,
652,payroll2u.com,NEW UPDATES!!! FULL SOURCE CODES!!! https://dnsportals.su/qNMXZkQQX56stNbY5VCR4W4R/BeLan.zip https://dnsportals.su/qNMXZkQQX56stNbY5VCR4W4R/Henry.zip https://dnsportals.su/qNMXZkQQX56stNbY5VCR4W4R/Khanh.zip https://dnsportals.su/qNMXZkQQX56stNb...,"19 JAN, 2023 19:28 UTC",24121,Published,Singapore,Human Resources Services,,,,,,,,,,,,,,,,,
653,tvk.nl,"Ton van Kuyk (TVK) is your Volvo dealer in North Holland for new Volvos, used Volvos and maintenance.Company that operates in the Automotive industry.","18 JAN, 2023 19:02 UTC",24182,Published,,,,,,,,,,,,,,,,,,,
654,duomed.com,"The Duomed Group is a dynamic organization with a well-established reputation and is active in consultancy, sales, integration, training and technical support of medical devices and technology for hospitals and medical practices. Local expert teams...","18 JAN, 2023 18:00 UTC",24049,Published,België / Belgique / Belgien,Medical Equipment Manufacturing,,,,,,,,,,,,,,,,,
655,merlinpcbgroup.com,"Merlin PCB Group companies have been manufacturing and supplying PCBs to a global market for over 35 years with sustained growth based on continual investment in the very best manufacturing technology, systems and value adding services. Our Merlin Gr...","18 JAN, 2023 11:55 UTC",21942,Published,United Kingdom,"Appliances, Electrical, and Electronics Manufacturing",,,,,,,,,,,,,,,,,
656,politriz.ind.br,"Fundada em 1989 EM UBERLÂNDIA/MG, em modestas instalações com a força de um jovem empreendedor que acreditou e viu a oportunidade de mudar sua vida e ao mesmo tempo mudar a vida de outras pessoas desenvolvendo produtos eficientes, práticos e acessíve...","16 JAN, 2023 11:53 UTC",28472,Published,Brasil,Chemical Manufacturing,,,,,,,,,,,,,,,,,
657,atcuae.ae,"Since its inception in 1965, ATCUAE has played a leading role in the development of motorsport on both the national and international level. Today, it governs approximately 140 competitive events forming the UAE motorsport calendar, and covering disc...","16 JAN, 2023 11:48 UTC",23173,Published,الإمارات العربية المتحدة,Automotive,,,,,,,,,,,,,,,,,
658,melody.com.tr,"Melody Shipping Agencies Capt. F. Yavuz ULUGÜN, General Manager Mr. Cemil ÇAĞLARKAYA, Balcan ÇAĞLARKAYA, Bora ULUGÜN Agency Manager title, We are pleased to introduce you the ""Melody Shipping Agencies"", the well-known shipping agency in Türkiye, off...","16 JAN, 2023 11:25 UTC",23199,Published,,,,,,,,,,,,,,,,,,,
659,ak.com.sa,M.A. AL ABDUL KARIM & CO. is one of the leading retail companies in the Middle East offering the reputed brands from across the world with finest product & customer service. The business is carried forward based on highest retail standards support...,"16 JAN, 2023 10:42 UTC",23444,Published,,Civil Engineering,,,,,,,,,,,,,,,,,
660,fulfilmentmatters.co.uk,"Fulfilment Matters Ltd specialises in ecommerce fulfilment with a team of specialists with over 30 years of experience in fulfilment and logistics. 5 gb data encryption date December 22, 2022","16 JAN, 2023 09:28 UTC",23431,Published,United Kingdom,"Transportation, Logistics, Supply Chain and Storage",,,,,,,,,,,,,,,,,
661,matrixschools.edu.my,"Matrix Global Schools provides an outstanding education: inspiring, challenging lessons, rich and varied co-curricular programmes, a warm and caring community.","14 JAN, 2023 20:52 UTC",23445,Published,India,Pendidikan Tinggi,,,,,,,,,,,,,,,,,
662,russellfinex.com,"About Us Established in 1934, Russell Finex has enjoyed 85 steady years of successful growth to become an international group employing over 250 direct employees with annual sales exceeding £40 million ($54m). As a worldwide leader in fine mesh s...","12 JAN, 2023 11:23 UTC",22541,Published,,Mechanical Or Industrial Engineering,,,,,,,,,,,,,,,,,
663,nuxe.com,"NUXE, a genuine French “Love Brand”, and its founder Aliza Jabès are behind the legendary skincare products which have been essential to the day-to-day life of millions of women, such as the iconic Huile Prodigieuse®.","12 JAN, 2023 11:19 UTC",22177,Published,France,Personal Care Product Manufacturing,,,,,,,,,,,,,,,,,
664,versteden.com,"Versteden is specialized in the fabrication of fiberglass piping systems (Polyester, Vinyl Ester or Epoxy) either with or without a thermoplastic liner (PE, PP, PVC-U, PVC-C, PVDF or ECTFE). Its broad range of products makes it easy to choose the rig...","12 JAN, 2023 10:36 UTC",21896,Published,Nederland,Plasticproductie,,,,,,,,,,,,,,,,,
665,lidestrifoodanddrink.com,"OUR INNOVATION CENTER For most consumer product R&D companies – whether working on a soup, sauce, salsa, or spirit – manufacturing happens on two scales: small-batch and full-scale production. That approach is limited, since what works in a test kit...","12 JAN, 2023 10:30 UTC",22262,Published,United States,Food and Beverage Services,,,,,,,,,,,,,,,,,
666,muellergartenbau.ch,The garden is a private refuge from the hustle and bustle of everyday life. It thrives as an oasis of relaxation and as a calling card for individual style. Our task is to optimally adapt the garden to local conditions and to create scope for creativ...,"12 JAN, 2023 10:16 UTC",22365,Published,Schweiz/Suisse/Svizzera/Svizra,Construction,,,,,,,,,,,,,,,,,
667,datair.com,"Your negotiator obviously already got the operating money to solve this situation, but since now there is a slight upward trend in BTC - apparently he wants to make a little more money on this growth. No need to play with us. You have a deadline of J...","10 JAN, 2023 15:09 UTC",26289,Published,United States,Software Development,,,,,,,,,,,,,,,,,
668,flatironssolutions.com,"Flatirons Solutions provides a technical content management platform that transforms complex data into actionable information, driving measurably higher productivity, asset utilization, and compliance levels. We provide solutions and expertise that o...","09 JAN, 2023 21:49 UTC",20379,Published,United States,IT Services and IT Consulting,,,,,,,,,,,,,,,,,
669,juarez.gob.mx,"Gobierno Municipal H. Ayuntamiento de Juárez Unidad Administrativa Benito Juárez Av. Francisco Villa 950 N., Centro C.P. 32000, Juárez, Chihuahua 656 737 0000","07 JAN, 2023 09:22 UTC",22984,Published,,,,,,,,,,,,,,,,,,,
670,100x100banco.com,"100%Banco Caracas, Venezuela","07 JAN, 2023 09:14 UTC",25593,Published,,,,,,,,,,,,,,,,,,,
671,takamiya.co,"Takamiya provides total services from development/manufacturing, sales, rental, design/construction, management/distribution of various products including temporary equipment . Takamiya Co., Ltd We create products and services with high added value...","07 JAN, 2023 08:39 UTC",25589,Published,Philippines,Construction,,,,,,,,,,,,,,,,,
818,nakamuracorp.co.jp,"Business content Import, processing, and wholesale of raw materials for compound feed Import, processing, and wholesale of raw materials for organic and inorganic fertilizer Real estate rental business (Kanda Ogawamachi Nakamura Building) Import a...",Not found,40102,Published,,,,,,,,,,,,,,,,,,,
819,aliat.group,Hotline: 1900555538. Email: contact@aliat.group. www.aliat.group. HO CHI MINH CITY HA TINH CITY CAN THO CITY. HA NOI CITY BAC NINH CITY PHNOM-PENH CITY,Not found,29652,Published,United States,Human Resources Services,,,,,,,,,,,,,,,,,
897,kkcsworld.com,"KKCS is a full-service program management, project management, and construction management firm with more than 30 years of experience providing consulting services for transportation, aviation, infrastructure, and facilities projects. We bring a weal...",Not found,31809,Published,United States,Construction,,,,,,,,,,,,,,,,,
982,vsmpo-tirus.com,"Tirus US is one of the largest suppliers of titanium mill products to the aerospace, medical and consumer products industries.","09 OCT, 2023 13:49 UTC",3613,Not Published,United States,Mining,,,,,,,,,,,,,,,,,
